image_path,x1,y1,x2,y2
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,4094,5318,4283,5588
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,3718,5557,4045,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1620,2124,1742,2519
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,3085,4540,3303,4758
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,945,4919,1129,5167
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,2266,2805,2492,3005
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,2151,5427,2308,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,727,1508,1017,1659
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1202,1462,1342,1774
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1244,4849,1325,5379
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,70,181,208,491
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,2620,3418,2789,3666
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1566,4470,1727,4727
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1461,4965,1660,5171
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1002,1266,1152,1538
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,3448,3608,3624,3838
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,360,359,587,536
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,406,5383,525,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1594,4570,1796,4763
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,381,1462,562,1677
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1161,2075,1280,2401
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,523,1460,671,1722
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,3310,4389,3433,4701
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,448,1480,636,1681
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1116,4968,1268,5213
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,397,1244,595,1430
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,946,3969,1092,4220
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,2494,3673,2665,3886
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,2221,4461,2367,4704
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1271,3968,1433,4184
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,2043,5463,2184,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,2284,3860,2444,4078
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,3129,4845,3291,5060
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,2385,3414,2527,3655
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1377,2025,1563,2208
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1340,2154,1502,2362
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1508,5241,1745,5382
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1,246,113,541
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1045,4896,1206,5099
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1455,4356,1544,4721
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,3415,4617,3581,4813
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,127,1034,248,1302
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1199,4999,1315,5278
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,988,4638,1216,4779
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,2081,4974,2219,5206
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,631,5201,816,5374
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,3857,5010,4017,5209
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,3477,5322,3672,5481
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,3387,4759,3635,4882
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1496,1962,1597,2262
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1163,4007,1311,4212
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,394,4656,524,4888
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1399,4983,1522,5228
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,4087,3995,4173,4343
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,2253,4641,2354,4937
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1010,2131,1117,2409
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1523,4922,1749,5053
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,4150,5471,4283,5692
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1351,2444,1455,2722
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1507,4453,1644,4663
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,645,4542,778,4758
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1130,1523,1242,1779
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,404,1303,522,1546
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1180,5013,1260,5368
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,157,102,381,229
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,422,4551,590,4719
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,2792,3477,2930,3681
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1920,4656,2057,4861
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,506,4382,694,4531
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1530,1373,1702,1534
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,899,5303,1024,5521
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,2606,3309,2773,3472
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1088,1910,1197,2157
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1116,5394,1298,5541
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1866,4983,2029,5145
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1309,2312,1415,2559
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,2393,5533,2539,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,651,946,802,1118
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1421,4351,1496,4694
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,243,746,375,939
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,2502,3328,2623,3538
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1,173,121,382
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,2430,3002,2635,3124
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,1313,2631,1445,2819
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,576,5015,723,5183
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,442,5152,509,5517
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,3845,5427,4004,5580
D:\SEM 7\CVProject\datasets\bottles_closeups\image_26.jpg,2813,3830,2953,4003
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,5,1118,4283,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,0,4061,2161,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1471,2884,2678,4090
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,2235,3663,3275,4797
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,0,4650,885,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1417,2643,2285,3635
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,2153,3496,2874,4295
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,458,1764,1207,2462
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,637,4876,1474,5449
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1,20,352,719
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,3967,0,4283,658
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1521,3677,1992,4050
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,0,4164,322,4675
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,2608,3875,2998,4285
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,326,5410,781,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,876,1994,1162,2416
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,2402,4173,2735,4532
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1904,3524,2272,3846
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1,78,221,537
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,165,111,387,546
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1555,2506,1866,2811
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,2196,3192,2404,3619
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1755,3271,2079,3545
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,67,4,277,426
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,211,0,423,349
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,130,0,341,326
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1191,3064,1393,3341
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1218,2971,1462,3195
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,2358,3050,2486,3409
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1782,3801,1959,4052
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1173,2588,1379,2798
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1746,2505,1883,2797
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1145,2950,1383,3117
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,2181,3410,2346,3642
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,13,0,165,246
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,2074,4114,2317,4265
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1152,2750,1294,2982
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1606,2248,1844,2383
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,0,157,160,356
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,2312,3225,2455,3438
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1633,2748,1844,2892
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,879,2456,1082,2605
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1036,2283,1183,2483
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1576,2393,1754,2557
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1339,3253,1493,3442
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1,211,118,448
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1830,2529,1963,2735
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,2204,3278,2338,3482
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,2665,4254,2809,4441
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1621,3708,1803,3855
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1445,2402,1624,2549
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,1363,2168,1596,2278
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,838,4211,1008,4361
D:\SEM 7\CVProject\datasets\bottles_closeups\image_27.jpg,289,0,431,176
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,0,0,4283,4014
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,0,2869,4283,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,1258,1265,2436,2730
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,1344,3558,2464,4499
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,1321,2653,2411,3463
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,1449,899,2121,1300
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,15,3434,393,3971
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,1873,1822,2320,2158
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,2046,3722,2411,4108
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,1438,4238,1903,4490
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,0,2377,204,2912
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,1987,3848,2332,4062
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,1323,2789,1425,3325
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,2192,2792,2331,3183
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,1560,2948,1761,3214
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,0,1750,67,2372
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,1968,2787,2055,3263
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,2110,1505,2300,1694
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,2049,2939,2207,3143
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,240,336,298,875
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,1829,2995,1982,3197
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,1790,2026,2020,2156
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,0,2435,161,2618
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,2217,1726,2349,1932
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,1750,2951,1834,3263
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,1378,3396,1494,3620
D:\SEM 7\CVProject\datasets\bottles_closeups\image_28.jpg,1931,1744,2157,1856
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,0,0,2537,3437
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,123,3903,2114,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2808,1602,3481,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,0,2106,1312,4086
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3637,1864,4283,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2557,1578,3007,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,151,3153,1337,4284
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2997,3808,3632,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3535,0,4283,1557
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1281,1200,2321,2267
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2953,0,3546,1727
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1177,2988,2401,3735
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2199,2727,2745,4048
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3111,2379,3567,3761
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2543,155,3037,1429
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,972,3635,1927,4208
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3121,4628,3641,5627
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,0,3801,378,5158
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,0,4692,393,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3200,3874,3641,4683
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1896,3813,2160,5045
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2033,3716,2254,5163
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2054,4958,2550,5575
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3331,4792,3683,5574
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,458,2623,1020,3106
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2163,4124,2618,4669
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,814,2163,1249,2727
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3082,1712,3523,2261
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2186,3831,2612,4299
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,307,3821,672,4345
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3202,3125,3587,3617
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2646,4542,2807,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,0,4952,230,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2274,3359,2649,3820
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,0,2698,252,3372
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,889,3273,1257,3732
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3396,3971,3686,4546
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3251,2510,3591,2987
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1395,2850,1824,3225
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3114,550,3467,991
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2721,2882,2892,3784
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3502,3290,3716,3985
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2521,504,2859,933
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3092,1154,3491,1516
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3162,4050,3491,4467
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2022,3183,2393,3551
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3543,4845,3750,5447
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2098,4433,2331,4956
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1925,3788,2072,4609
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2096,5402,2478,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2408,2931,2686,3341
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3869,510,4283,781
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3145,213,3483,542
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2550,4816,2674,5694
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3259,3945,3526,4352
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2455,1907,2782,2226
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2032,3814,2159,4633
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3469,4887,3684,5370
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,0,4696,233,5135
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2404,3227,2688,3563
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3288,3173,3620,3456
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3554,4061,3737,4545
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2486,2558,2728,2924
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2199,3639,2462,3968
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1528,3509,1902,3730
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1525,3598,1916,3806
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3491,4028,3707,4394
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3405,3271,3622,3634
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2452,1767,2803,1986
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,34,4449,299,4729
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,0,0,165,449
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2477,2829,2727,3125
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3207,3124,3589,3317
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2510,2130,2780,2401
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,51,3818,201,4295
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1340,3154,1562,3475
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3238,3318,3473,3606
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1108,3498,1325,3808
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1488,2854,1814,3054
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3407,2622,3636,2904
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2597,212,2857,455
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2412,1388,2511,2021
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1096,3985,1356,4226
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2538,2242,2741,2546
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2467,4196,2617,4595
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2375,5332,2531,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1878,3817,1990,4338
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2000,3774,2153,4139
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3415,2037,3642,2277
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1916,2585,2107,2867
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3323,3255,3504,3552
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3091,177,3430,334
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2324,3429,2489,3747
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3405,1121,3596,1395
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1928,4170,2039,4603
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2423,4821,2572,5141
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3211,2496,3549,2637
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2163,3059,2407,3254
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3291,313,3546,497
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2372,1070,2492,1459
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2724,3154,2861,3490
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2527,1400,2782,1578
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3267,1939,3518,2116
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,269,4446,391,4809
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,825,2396,1077,2566
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2107,5396,2388,5548
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,859,3762,1069,3964
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2032,4201,2129,4633
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2292,1325,2373,1835
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3494,2647,3717,2832
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,139,4766,387,4930
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3344,1991,3551,2185
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2166,4212,2354,4423
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3518,878,3637,1207
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3380,3212,3650,3357
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3083,966,3368,1101
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1935,3826,2017,4286
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2755,2936,2862,3283
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1689,3364,1890,3549
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1903,3790,2069,4013
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3510,387,3620,723
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,1321,3074,1475,3304
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,332,4482,420,4882
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2810,2294,2903,2671
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2550,5337,2648,5692
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,3550,5030,3677,5304
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2650,5370,2749,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,0,3614,141,3853
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,32,4897,175,5127
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2472,3826,2623,4041
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2075,5114,2214,5347
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2776,5228,2841,5711
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,507,3289,704,3449
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2104,5508,2286,5679
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2188,3181,2343,3381
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,223,4208,353,4440
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2696,3488,2773,3874
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,0,3733,87,4068
D:\SEM 7\CVProject\datasets\bottles_closeups\image_29.jpg,2321,825,2390,1238
